461225,100,0.3
173462,100,0.49
653543,50,0.2
457438,400,1.72
486489,50,0.3
149519,100,0.3
292164,50,0.39
612771,5,0.03
536556,100,0.39
234274,100,0.1
111622,100,0.39
332665,5,0.03
443818,100,0.3
566217,5,0.03
201066,50,0.2
433121,100,0.39
129891,100,0.59
497712,100,0.3
87743,100,0.2
92080,50,0.2
154454,100,0.49
346782,100,0.39
174504,50,0.2
335572,50,0.2
502797,10,0.05
213064,100,0.49
533764,50,0.39
211374,50,0.2
453339,50,0.39
647338,30,0.05
486403,100,0.3
184609,100,0.2
637382,50,0.39
550890,50,0.3
519460,50,0.2
458829,5,0.03
658057,30,0.05
392004,5,0.03
432178,100,0.39
550825,100,0.39
110074,100,0.2
652669,30,0.05
445112,100,0.2
87003,100,0.39
299867,100,0.39
252949,100,0.39
280821,50,0.59
100965,50,0.59
565346,30,0.05
616705,400,1.72
663022,50,0.3
641500,50,0.2
412567,100,0.3
553645,100,0.3
242068,100,0.3
109221,50,0.2
452779,50,0.2
207379,100,0.1
563366,75,0.1
312782,100,0.49
680465,100,0.39
120473,100,0.49
204065,50,0.2
472320,100,0.1
464493,50,0.2
641266,100,0.49
118805,100,0.49
519314,100,0.39
428958,100,0.49
579185,5,0.03
105434,50,0.2
522621,50,0.39
389745,50,0.3
290559,50,0.2
156451,100,0.25
286197,200,1.72
217516,100,0.59
234101,100,0.39
199863,5,0.03
115319,100,0.3
214909,100,0.3
477084,100,0.3
371310,100,0.49
125495,100,0.59
337322,30,0.05
367786,50,0.39
503166,50,0.2
632799,100,0.49
382741,50,0.39
667505,50,0.15
219002,100,0.49
561058,100,0.49
605235,5,0.03
641419,100,0.3
596745,50,0.59
278329,50,0.2
340262,50,0.2
509973,10,0.05
662941,100,0.49
188147,50,0.39
135293,100,0.49
117650,100,0.1
262961,100,0.39
235258,50,0.3
331273,100,0.3
680628,50,0.2
311574,100,0.39
461708,50,0.2
322557,100,0.49
94532,50,0.2
571948,100,0.39
126386,100,0.3
625329,100,0.3
618457,100,0.2
369843,50,0.39
573970,100,0.1
317182,100,0.3
221516,100,0.39
283692,50,0.2
538485,100,0.3
160497,100,0.3
379366,50,0.3
625409,400,1.72
447818,50,0.2
90409,50,0.2
438365,100,0.39
399335,75,0.1
418433,100,0.2
171777,100,0.3
359472,50,0.2
116618,100,0.39
321357,75,0.1
552014,50,0.3
624394,50,0.59
292771,100,0.39
114674,100,0.3
617595,50,0.49
285725,100,0.3
185809,5,0.03
191967,100,0.39
219268,50,0.2
297331,50,0.2
455413,50,0.39
448095,50,0.3
436342,100,0.39
446172,400,1.72
159779,100,0.3
415441,50,0.39
546785,100,0.3
274502,100,0.39
537174,100,0.3
132688,50,0.2
178773,50,0.2
628097,50,0.39
646048,100,0.3
511457,400,1.72
228237,50,0.14
88321,50,0.2
587438,50,0.2
250534,50,0.2
587332,100,0.49
338787,100,0.39
282414,400,1.72
386282,50,0.39
165329,50,0.3
618501,100,0.39
342541,100,0.49
536702,100,0.39
383767,100,0.39
356497,50,0.2
263200,50,0.2
157280,100,0.39
280571,50,0.39
300536,100,0.49
684107,400,1.72
555482,50,0.39
525897,100,0.3
627246,100,0.3
431342,50,0.2
522178,100,0.2
555473,100,0.59
303445,100,0.1
198507,50,0.2
185001,50,0.2
150150,100,0.3
150714,50,0.2
538956,100,0.3
302112,100,0.1
329781,100,0.39
548562,30,0.05
185562,50,0.2
451636,50,0.2
638438,100,0.39
537947,100,0.49
363706,100,0.49
426039,100,0.39
544689,50,0.2
218039,50,0.2
616160,100,0.2
385158,10,0.05
