632505,100,0.3
110876,400,1.72
580812,100,0.39
529996,100,0.1
517725,50,0.2
419712,100,0.2
119187,100,0.3
622905,100,0.3
89605,50,0.2
453674,50,0.39
158779,100,0.39
474825,5,0.03
282876,400,1.72
193983,100,0.49
466076,100,0.3
314137,50,0.2
142134,50,0.2
346250,100,0.3
553731,50,0.2
511532,100,0.59
548020,100,0.3
128253,50,0.3
277816,50,0.3
119043,100,0.49
646809,100,0.39
543273,50,0.2
118818,100,0.39
652562,50,0.3
517833,50,0.39
296967,100,0.49
536174,100,0.39
313415,50,0.2
369938,100,0.49
636006,100,0.3
552949,50,0.2
364705,30,0.05
580389,100,0.49
690284,50,0.3
309462,100,0.39
447076,100,0.39
240472,100,0.39
281424,100,0.3
348094,400,1.72
300728,50,0.2
217892,100,0.39
184061,50,0.39
586118,100,0.39
548199,50,0.2
215770,50,0.68
402703,100,0.49
529297,100,0.39
582023,100,0.59
288093,50,0.2
446198,50,0.2
317421,50,0.2
281930,50,0.2
104408,100,0.3
296418,50,0.3
197837,400,1.72
480114,75,0.1
544732,50,0.39
419690,100,0.2
468472,5,0.03
147518,50,0.39
120138,100,0.49
631407,100,0.49
231321,100,0.3
624449,100,0.3
288388,50,0.2
676072,100,0.39
107202,10,0.05
494465,100,0.3
377363,100,0.3
669010,100,0.3
135343,50,0.59
281376,100,0.3
444729,50,0.2
470835,100,0.2
373537,100,0.39
459297,10,0.05
415583,100,0.39
431641,50,0.39
608845,100,0.59
260435,100,0.3
526395,100,0.49
108447,50,0.2
539616,400,1.72
180819,30,0.05
548207,100,0.49
291538,50,0.3
238351,50,0.2
623115,50,0.2
680359,100,0.3
329769,100,0.39
376071,50,0.2
209091,100,0.1
282320,400,1.72
124653,50,0.2
342477,100,0.39
156207,100,0.49
558835,100,0.3
392741,100,0.39
290766,30,0.05
616795,50,0.39
576015,100,0.39
612056,100,0.3
247741,50,0.39
358784,50,0.2
690963,100,0.39
417795,100,0.2
613625,50,0.2
688066,100,0.3
632042,50,0.2
165663,100,0.3
188978,50,0.59
546909,50,0.2
193179,50,0.2
601559,50,0.39
623812,100,0.3
499915,50,0.2
587046,50,0.2
532029,50,0.2
678764,100,0.39
547985,100,0.59
274799,100,0.3
354056,50,0.3
676992,10,0.05
274273,50,0.39
423365,100,0.3
521236,50,0.39
248842,100,0.1
655225,100,0.3
432166,400,1.72
454495,50,0.2
683813,100,0.49
185897,100,0.2
589145,50,0.2
658947,50,0.2
272680,100,0.2
414011,100,0.3
152343,100,0.3
399064,100,0.2
623601,50,0.2
160840,100,0.59
196816,100,0.39
665288,50,0.2
202166,100,0.49
110984,100,0.3
363651,100,0.3
