178609,50,0.2
301084,100,0.59
368182,100,0.3
325347,100,0.1
368789,50,0.2
270206,50,0.39
530784,100,0.2
300620,100,0.2
123183,50,0.39
384916,5,0.03
441148,100,0.3
571556,75,0.1
411869,100,0.39
681724,50,0.2
295224,100,0.49
90095,50,0.39
407170,100,0.39
502544,100,0.3
598580,100,0.3
210957,50,0.2
293241,50,0.59
199704,100,0.39
521565,10,0.05
189433,100,0.2
108191,50,0.3
196775,50,0.59
402333,100,0.3
216130,100,0.3
620799,100,0.1
546837,50,0.2
500624,100,0.59
521129,50,0.3
367841,50,0.59
127590,100,0.39
92245,100,0.3
317649,100,0.49
626126,400,1.72
615839,100,0.3
486078,50,0.2
579845,50,0.39
416747,30,0.05
251232,50,0.2
425358,30,0.05
533303,50,0.2
677917,5,0.03
422926,100,0.49
586954,100,0.3
638147,100,0.59
244375,100,0.3
602838,100,0.49
350982,100,0.3
359336,50,0.2
371392,100,0.2
111027,50,0.2
390756,100,0.49
324748,10,0.05
102503,50,0.2
208030,100,0.25
339355,50,0.2
238848,100,0.3
421457,50,0.2
368676,100,0.39
619715,50,0.2
306020,50,0.39
335377,50,0.2
148061,100,0.39
211988,100,0.39
640801,50,0.39
144362,100,0.39
622824,100,0.49
615962,100,0.2
672147,100,0.39
107094,400,1.72
225378,100,0.3
331885,100,0.3
359111,100,0.39
345481,30,0.05
688143,50,0.2
171165,100,0.3
624195,50,0.2
137600,50,0.2
227409,50,0.2
335043,100,0.49
473580,50,0.2
322246,50,0.49
337689,400,3.44
661623,100,0.49
597831,50,0.2
513019,50,0.2
644335,50,0.39
499992,100,0.3
104290,400,1.72
415925,100,0.49
369887,100,0.39
555739,50,0.2
415433,50,0.2
606746,30,0.05
675056,100,0.3
519575,200,0.59
224795,50,0.3
631032,100,0.35
433710,400,1.72
571098,50,0.3
328464,100,0.39
194905,50,0.2
440107,50,0.2
372264,50,0.2
544998,100,0.44
415945,100,0.2
613847,100,2.58
219110,50,0.2
418398,100,0.2
215331,50,0.2
184740,100,0.2
187333,50,0.2
498595,100,0.49
627297,100,0.35
178683,50,0.2
496512,50,0.2
405445,50,0.2
541118,400,1.72
652514,100,0.59
267423,50,0.2
246659,50,0.39
511592,100,0.49
617294,50,0.49
682982,50,0.3
270636,50,0.2
632349,50,0.3
365246,10,0.05
293081,50,0.39
558908,50,0.2
595729,100,0.3
143548,100,0.25
424186,400,1.72
91210,100,0.39
214694,100,0.44
678641,50,0.15
368666,100,0.3
366752,50,0.2
525735,5,0.03
537156,100,0.39
588926,100,0.3
97608,50,0.2
146172,100,0.3
625163,100,0.44
270439,100,0.3
575932,100,0.3
186328,100,0.2
149348,100,0.39
362063,50,0.2
90626,50,0.2
653025,100,0.3
358677,50,0.2
407082,5,0.03
174452,50,0.2
159918,50,0.3
164651,400,3.44
543616,100,0.59
461973,50,0.2
156820,100,0.3
637692,100,0.39
688158,50,0.15
673105,100,0.39
99581,30,0.05
246482,100,0.59
267536,100,0.59
584367,50,0.59
619638,100,0.39
88944,50,0.2
596817,100,0.1
376381,50,0.39
204902,100,0.2
501676,50,0.2
441188,50,0.3
359609,100,0.2
363832,100,0.49
364746,50,0.2
582041,100,0.3
366695,100,0.39
606726,50,0.2
221639,100,0.3
312743,50,0.3
520938,50,0.2
565306,100,0.3
279936,50,0.2
318160,10,0.05
186311,50,0.2
357407,50,0.39
459676,50,0.3
451174,50,0.2
666489,75,0.1
491068,100,0.3
127970,75,0.1
430472,50,0.2
127403,100,0.49
364181,50,0.2
100476,50,0.2
603651,10,0.05
367633,30,0.05
433150,100,0.3
420206,100,0.39
615028,100,0.49
509894,100,0.3
335716,100,0.39
372232,100,0.39
644345,100,0.49
222416,50,0.2
110383,50,0.2
379914,50,0.2
623666,100,0.3
489781,5,0.03
664334,100,0.39
456333,50,0.2
639022,100,0.39
