252316,50,0.59
158415,100,0.3
284966,50,0.39
471689,100,0.3
595206,50,0.2
225075,100,0.39
327854,100,0.39
126959,100,0.39
260196,50,0.39
683003,30,0.05
324880,100,0.39
610048,100,0.3
345653,30,0.05
629085,50,0.39
173330,400,1.72
101634,50,0.2
622825,5,0.03
433813,30,0.05
435650,50,0.3
551400,100,0.39
177626,50,0.39
679214,400,1.72
215585,100,0.3
571668,50,0.2
396770,50,0.3
539112,50,0.2
163936,400,1.72
271242,100,0.39
201936,100,0.59
548070,400,1.72
597894,100,0.3
165952,100,0.39
536826,300,1.72
533364,100,0.49
182920,100,0.49
242067,100,0.49
311561,50,0.2
668774,50,0.33
627050,100,0.3
528824,30,0.05
687075,100,0.39
222351,10,0.05
690650,100,0.49
527875,50,0.2
255884,50,0.2
555682,50,0.2
195936,100,0.49
178868,100,0.3
377354,100,0.49
147087,100,0.3
150734,100,0.39
452835,50,0.2
128997,100,0.3
183223,100,0.49
408848,100,0.3
127283,50,0.49
561837,400,1.72
245435,100,0.39
452677,100,0.49
116608,50,0.2
466269,100,0.3
411623,100,0.3
277018,400,1.72
465422,50,0.2
551960,50,0.2
640777,100,0.39
147693,100,0.49
544695,100,0.39
507063,50,0.2
566590,100,0.39
509031,100,0.39
370119,50,0.2
163780,100,0.2
199471,50,0.2
227994,50,0.2
661748,100,0.3
588942,50,0.2
632074,100,0.49
379645,30,0.05
144530,50,0.2
99896,100,0.2
327830,5,0.03
418974,100,0.2
285883,400,1.72
564035,50,0.2
653336,50,0.2
154321,100,0.3
160166,100,0.3
574183,100,0.3
418339,100,0.2
658295,50,0.39
531307,100,0.3
625255,50,0.39
669792,100,0.39
556649,100,0.49
546083,100,0.2
192053,100,0.39
375781,50,0.39
229841,100,0.3
520307,100,0.3
648537,50,0.39
333925,10,0.05
528650,100,0.49
606705,100,0.3
579546,100,0.49
320389,100,0.39
528414,50,0.3
208049,100,0.25
184602,200,0.59
238614,50,0.2
543163,5,0.03
478806,100,0.39
686422,50,0.2
99075,50,0.49
112270,100,0.49
147888,50,0.39
245729,50,0.2
672374,30,0.05
627109,100,0.2
444590,100,0.2
503032,10,0.05
217858,50,0.29
146453,100,0.77
675557,100,0.3
389524,75,0.1
361412,50,0.2
685416,100,0.3
235559,100,0.49
628427,50,0.39
198673,50,0.2
293868,5,0.03
241785,100,0.39
614959,50,0.2
230971,100,0.3
341218,5,0.03
178869,50,0.3
623175,50,0.2
440403,50,0.2
452091,50,0.2
652194,100,0.39
132934,50,0.2
508719,100,0.3
559438,50,0.2
175278,100,0.49
309932,50,0.49
517514,50,0.2
94620,50,0.2
278553,100,0.39
437419,50,0.2
122639,100,0.59
218759,50,0.2
396843,100,0.39
671044,100,0.49
118507,100,0.49
437750,100,0.39
319379,50,0.2
625463,50,0.39
482449,100,0.3
663158,100,0.49
584762,50,0.39
170537,100,0.59
326386,100,0.3
674056,50,0.39
89942,50,0.3
642799,100,0.49
418462,100,0.3
568180,100,0.59
575534,5,0.03
632377,100,0.59
345056,10,0.05
313027,75,0.1
644431,100,0.39
155749,10,0.05
270225,100,0.2
537234,30,0.05
669728,50,0.3
260553,50,0.39
620076,50,0.2
641161,50,0.39
633981,100,0.39
371978,50,0.3
411231,100,0.3
598020,100,0.1
587648,50,0.2
252104,50,0.2
642426,30,0.05
301706,5,0.03
411332,50,0.3
544581,100,0.25
156811,100,0.49
251370,50,0.2
571558,10,0.05
375620,400,1.72
548830,50,0.2
